rgb_band_max_R
rgb_ind_min_IKAW
rgb_ind_mean_GRVI
rgb_ind_mean_VARI
rgb_ind_mean_GLIr
rgb_ind_mean_GLIg
rgb_ind_mean_GLIb
rgb_ind_mean_ExG
rgb_ind_mean_ExR
rgb_ind_mean_ExB
rgb_ind_mean_ExGveg
rgb_ind_mean_NegExR
rgb_ind_mean_ExRveg
rgb_ind_mean_ExBveg
rgb_ind_mean_TGI
rgb_ind_mean_mGRVI
rgb_ind_mean_RGBVI
rgb_ind_mean_IKAW
rgb_ind_std_GRVI
rgb_ind_std_VARI
rgb_ind_std_GLIr
rgb_ind_std_GLIg
rgb_ind_std_GLIb
rgb_ind_std_ExG
rgb_ind_std_ExR
rgb_ind_std_ExB
rgb_ind_std_ExGveg
rgb_ind_std_NegExR
rgb_ind_std_ExRveg
rgb_ind_std_ExBveg
rgb_ind_std_TGI
rgb_ind_std_mGRVI
rgb_ind_std_RGBVI
rgb_ind_std_IKAW
rgb_ind_median_GRVI
rgb_ind_median_VARI
rgb_ind_median_GLIr
rgb_ind_median_GLIg
rgb_ind_median_GLIb
rgb_ind_median_ExG
rgb_ind_median_ExR
rgb_ind_median_ExB
rgb_ind_median_ExGveg
rgb_ind_median_NegExR
rgb_ind_median_ExRveg
rgb_ind_median_ExBveg
rgb_ind_median_TGI
rgb_ind_median_mGRVI
rgb_ind_median_RGBVI
rgb_ind_median_IKAW
rgb_ind_cov_GRVI
rgb_ind_cov_VARI
rgb_ind_cov_GLIr
rgb_ind_cov_GLIg
rgb_ind_cov_GLIb
rgb_ind_cov_ExG
rgb_ind_cov_ExR
rgb_ind_cov_ExB
rgb_ind_cov_ExGveg
rgb_ind_cov_NegExR
rgb_ind_cov_ExRveg
rgb_ind_cov_ExBveg
rgb_ind_cov_TGI
rgb_ind_cov_mGRVI
rgb_ind_cov_RGBVI
rgb_ind_cov_IKAW
rgb_ind_skew_GRVI
rgb_ind_skew_VARI
rgb_ind_skew_GLIr
rgb_ind_skew_GLIg
rgb_ind_skew_GLIb
rgb_ind_skew_ExG
rgb_ind_skew_ExR
rgb_ind_skew_ExB
rgb_ind_skew_ExGveg
rgb_ind_skew_NegExR
rgb_ind_skew_ExRveg
rgb_ind_skew_ExBveg
rgb_ind_skew_TGI
rgb_ind_skew_mGRVI
rgb_ind_skew_RGBVI
rgb_ind_skew_IKAW
rgb_ind_kurt_GRVI
rgb_ind_kurt_VARI
rgb_ind_kurt_GLIr
rgb_ind_kurt_GLIg
rgb_ind_kurt_GLIb
rgb_ind_kurt_ExG
rgb_ind_kurt_ExR
rgb_ind_kurt_ExB
rgb_ind_kurt_ExGveg
rgb_ind_kurt_NegExR
rgb_ind_kurt_ExRveg
rgb_ind_kurt_ExBveg
rgb_ind_kurt_TGI
rgb_ind_kurt_mGRVI
rgb_ind_kurt_RGBVI
rgb_ind_kurt_IKAW
rgb_ind_sum_GRVI
rgb_ind_sum_VARI
rgb_ind_sum_GLIr
rgb_ind_sum_GLIg
rgb_ind_sum_GLIb
rgb_ind_sum_ExG
rgb_ind_sum_ExR
rgb_ind_sum_ExB
rgb_ind_sum_ExGveg
rgb_ind_sum_NegExR
rgb_ind_sum_ExRveg
rgb_ind_sum_ExBveg
rgb_ind_sum_TGI
rgb_ind_sum_mGRVI
rgb_ind_sum_RGBVI
rgb_ind_sum_IKAW
rgb_ind_rng_GRVI
rgb_ind_rng_VARI
rgb_ind_rng_GLIr
rgb_ind_rng_GLIg
rgb_ind_rng_GLIb
rgb_ind_rng_ExG
rgb_ind_rng_ExR
rgb_ind_rng_ExB
rgb_ind_rng_ExGveg
rgb_ind_rng_NegExR
rgb_ind_rng_ExRveg
rgb_ind_rng_ExBveg
rgb_ind_rng_TGI
rgb_ind_rng_mGRVI
rgb_ind_rng_RGBVI
rgb_ind_rng_IKAW
rgb_ind_rngsig_GRVI
rgb_ind_rngsig_VARI
rgb_ind_rngsig_GLIr
rgb_ind_rngsig_GLIg
rgb_ind_rngsig_GLIb
rgb_ind_rngsig_ExG
rgb_ind_rngsig_ExR
rgb_ind_rngsig_ExB
rgb_ind_rngsig_ExGveg
rgb_ind_rngsig_NegExR
rgb_ind_rngsig_ExRveg
rgb_ind_rngsig_ExBveg
rgb_ind_rngsig_TGI
rgb_ind_rngsig_mGRVI
rgb_ind_rngsig_RGBVI
rgb_ind_rngsig_IKAW
rgb_ind_rngmean_GRVI
rgb_ind_rngmean_VARI
rgb_ind_rngmean_GLIr
rgb_ind_rngmean_GLIg
rgb_ind_rngmean_GLIb
rgb_ind_rngmean_ExG
rgb_ind_rngmean_ExR
rgb_ind_rngmean_ExB
rgb_ind_rngmean_ExGveg
rgb_ind_rngmean_NegExR
rgb_ind_rngmean_ExRveg
rgb_ind_rngmean_ExBveg
rgb_ind_rngmean_TGI
rgb_ind_rngmean_mGRVI
rgb_ind_rngmean_RGBVI
rgb_ind_rngmean_IKAW
rgb_ind_decile_GRVI_1
rgb_ind_decile_GRVI_2
rgb_ind_decile_GRVI_3
rgb_ind_decile_GRVI_4
rgb_ind_decile_GRVI_5
rgb_ind_decile_GRVI_6
rgb_ind_decile_GRVI_7
rgb_ind_decile_GRVI_8
rgb_ind_decile_GRVI_9
rgb_ind_decile_VARI_1
rgb_ind_decile_VARI_2
rgb_ind_decile_VARI_3
rgb_ind_decile_VARI_4
rgb_ind_decile_VARI_5
rgb_ind_decile_VARI_6
rgb_ind_decile_VARI_7
rgb_ind_decile_VARI_8
rgb_ind_decile_VARI_9
rgb_ind_decile_GLIr_1
rgb_ind_decile_GLIr_2
rgb_ind_decile_GLIr_3
rgb_ind_decile_GLIr_4
rgb_ind_decile_GLIr_5
rgb_ind_decile_GLIr_6
rgb_ind_decile_GLIr_7
rgb_ind_decile_GLIr_8
rgb_ind_decile_GLIr_9
rgb_ind_decile_GLIg_1
rgb_ind_decile_GLIg_2
rgb_ind_decile_GLIg_3
rgb_ind_decile_GLIg_4
rgb_ind_decile_GLIg_5
rgb_ind_decile_GLIg_6
rgb_ind_decile_GLIg_7
rgb_ind_decile_GLIg_8
rgb_ind_decile_GLIg_9
rgb_ind_decile_GLIb_1
rgb_ind_decile_GLIb_2
rgb_ind_decile_GLIb_3
rgb_ind_decile_GLIb_4
rgb_ind_decile_GLIb_5
rgb_ind_decile_GLIb_6
rgb_ind_decile_GLIb_7
rgb_ind_decile_GLIb_8
rgb_ind_decile_GLIb_9
rgb_ind_decile_ExG_1
rgb_ind_decile_ExG_2
rgb_ind_decile_ExG_3
rgb_ind_decile_ExG_4
rgb_ind_decile_ExG_5
rgb_ind_decile_ExG_6
rgb_ind_decile_ExG_7
rgb_ind_decile_ExG_8
rgb_ind_decile_ExG_9
rgb_ind_decile_ExR_1
rgb_ind_decile_ExR_2
rgb_ind_decile_ExR_3
rgb_ind_decile_ExR_4
rgb_ind_decile_ExR_5
rgb_ind_decile_ExR_6
rgb_ind_decile_ExR_7
rgb_ind_decile_ExR_8
rgb_ind_decile_ExR_9
rgb_ind_decile_ExB_1
rgb_ind_decile_ExB_2
rgb_ind_decile_ExB_3
rgb_ind_decile_ExB_4
rgb_ind_decile_ExB_5
rgb_ind_decile_ExB_6
rgb_ind_decile_ExB_7
rgb_ind_decile_ExB_8
rgb_ind_decile_ExB_9
rgb_ind_decile_ExGveg_1
rgb_ind_decile_ExGveg_2
rgb_ind_decile_ExGveg_3
rgb_ind_decile_ExGveg_4
rgb_ind_decile_ExGveg_5
rgb_ind_decile_ExGveg_6
rgb_ind_decile_ExGveg_7
rgb_ind_decile_ExGveg_8
rgb_ind_decile_ExGveg_9
rgb_ind_decile_NegExR_1
rgb_ind_decile_NegExR_2
rgb_ind_decile_NegExR_3
rgb_ind_decile_NegExR_4
rgb_ind_decile_NegExR_5
rgb_ind_decile_NegExR_6
rgb_ind_decile_NegExR_7
rgb_ind_decile_NegExR_8
rgb_ind_decile_NegExR_9
rgb_ind_decile_ExRveg_1
rgb_ind_decile_ExRveg_2
rgb_ind_decile_ExRveg_3
rgb_ind_decile_ExRveg_4
rgb_ind_decile_ExRveg_5
rgb_ind_decile_ExRveg_6
rgb_ind_decile_ExRveg_7
rgb_ind_decile_ExRveg_8
rgb_ind_decile_ExRveg_9
rgb_ind_decile_ExBveg_1
rgb_ind_decile_ExBveg_2
rgb_ind_decile_ExBveg_3
rgb_ind_decile_ExBveg_4
rgb_ind_decile_ExBveg_5
rgb_ind_decile_ExBveg_6
rgb_ind_decile_ExBveg_7
rgb_ind_decile_ExBveg_8
rgb_ind_decile_ExBveg_9
rgb_ind_decile_TGI_1
rgb_ind_decile_TGI_2
rgb_ind_decile_TGI_3
rgb_ind_decile_TGI_4
rgb_ind_decile_TGI_5
rgb_ind_decile_TGI_6
rgb_ind_decile_TGI_7
rgb_ind_decile_TGI_8
rgb_ind_decile_TGI_9
rgb_ind_decile_mGRVI_1
rgb_ind_decile_mGRVI_2
rgb_ind_decile_mGRVI_3
rgb_ind_decile_mGRVI_4
rgb_ind_decile_mGRVI_5
rgb_ind_decile_mGRVI_6
rgb_ind_decile_mGRVI_7
rgb_ind_decile_mGRVI_8
rgb_ind_decile_mGRVI_9
rgb_ind_decile_RGBVI_1
rgb_ind_decile_RGBVI_2
rgb_ind_decile_RGBVI_3
rgb_ind_decile_RGBVI_4
rgb_ind_decile_RGBVI_5
rgb_ind_decile_RGBVI_6
rgb_ind_decile_RGBVI_7
rgb_ind_decile_RGBVI_8
rgb_ind_decile_RGBVI_9
rgb_ind_decile_IKAW_1
rgb_ind_decile_IKAW_2
rgb_ind_decile_IKAW_3
rgb_ind_decile_IKAW_4
rgb_ind_decile_IKAW_5
rgb_ind_decile_IKAW_6
rgb_ind_decile_IKAW_7
rgb_ind_decile_IKAW_8
rgb_ind_decile_IKAW_9
rgb_ind_quartile_GRVI_1
rgb_ind_quartile_GRVI_3
rgb_ind_quartile_VARI_1
rgb_ind_quartile_VARI_3
rgb_ind_quartile_GLIr_1
rgb_ind_quartile_GLIr_3
rgb_ind_quartile_GLIg_1
rgb_ind_quartile_GLIg_3
rgb_ind_quartile_GLIb_1
rgb_ind_quartile_GLIb_3
rgb_ind_quartile_ExG_1
rgb_ind_quartile_ExG_3
rgb_ind_quartile_ExR_1
rgb_ind_quartile_ExR_3
rgb_ind_quartile_ExB_1
rgb_ind_quartile_ExB_3
rgb_ind_quartile_ExGveg_1
rgb_ind_quartile_ExGveg_3
rgb_ind_quartile_NegExR_1
rgb_ind_quartile_NegExR_3
rgb_ind_quartile_ExRveg_1
rgb_ind_quartile_ExRveg_3
rgb_ind_quartile_ExBveg_1
rgb_ind_quartile_ExBveg_3
rgb_ind_quartile_TGI_1
rgb_ind_quartile_TGI_3
rgb_ind_quartile_mGRVI_1
rgb_ind_quartile_mGRVI_3
rgb_ind_quartile_RGBVI_1
rgb_ind_quartile_RGBVI_3
rgb_ind_quartile_IKAW_1
rgb_ind_quartile_IKAW_3
rgb_ind_iqr_GRVI
rgb_ind_iqr_VARI
rgb_ind_iqr_GLIr
rgb_ind_iqr_GLIg
rgb_ind_iqr_GLIb
rgb_ind_iqr_ExG
rgb_ind_iqr_ExR
rgb_ind_iqr_ExB
rgb_ind_iqr_ExGveg
rgb_ind_iqr_NegExR
rgb_ind_iqr_ExRveg
rgb_ind_iqr_ExBveg
rgb_ind_iqr_TGI
rgb_ind_iqr_mGRVI
rgb_ind_iqr_RGBVI
rgb_ind_iqr_IKAW
rgb_ind_iqrsig_GRVI
rgb_ind_iqrsig_VARI
rgb_ind_iqrsig_GLIr
rgb_ind_iqrsig_GLIg
rgb_ind_iqrsig_GLIb
rgb_ind_iqrsig_ExG
rgb_ind_iqrsig_ExR
rgb_ind_iqrsig_ExB
rgb_ind_iqrsig_ExGveg
rgb_ind_iqrsig_NegExR
rgb_ind_iqrsig_ExRveg
rgb_ind_iqrsig_ExBveg
rgb_ind_iqrsig_TGI
rgb_ind_iqrsig_mGRVI
rgb_ind_iqrsig_RGBVI
rgb_ind_iqrsig_IKAW
rgb_ind_iqrmean_GRVI
rgb_ind_iqrmean_VARI
rgb_ind_iqrmean_GLIr
rgb_ind_iqrmean_GLIg
rgb_ind_iqrmean_GLIb
rgb_ind_iqrmean_ExG
rgb_ind_iqrmean_ExR
rgb_ind_iqrmean_ExB
rgb_ind_iqrmean_ExGveg
rgb_ind_iqrmean_NegExR
rgb_ind_iqrmean_ExRveg
rgb_ind_iqrmean_ExBveg
rgb_ind_iqrmean_TGI
rgb_ind_iqrmean_mGRVI
rgb_ind_iqrmean_RGBVI
rgb_ind_iqrmean_IKAW
glcm_rgb_asm_1
glcm_rgb_con_1
glcm_rgb_cor_1
glcm_rgb_var_1
glcm_rgb_idm_1
glcm_rgb_sumav_1
glcm_rgb_sumvar_1
glcm_rgb_sument_1
glcm_rgb_ent_1
glcm_rgb_difvar_1
glcm_rgb_difent_1
glcm_rgb_infcor1_1
glcm_rgb_infcor2_1
glcm_rgb_asm_rng_1
glcm_rgb_con_rng_1
glcm_rgb_cor_rng_1
glcm_rgb_var_rng_1
glcm_rgb_idm_rng_1
glcm_rgb_sumav_rng_1
glcm_rgb_sumvar_rng_1
glcm_rgb_sument_rng_1
glcm_rgb_ent_rng_1
glcm_rgb_difvar_rng_1
glcm_rgb_difent_rng_1
glcm_rgb_infcor1_rng_1
glcm_rgb_infcor2_rng_1
glcm_rgb_asm_2
glcm_rgb_con_2
glcm_rgb_cor_2
glcm_rgb_var_2
glcm_rgb_idm_2
glcm_rgb_sumav_2
glcm_rgb_sumvar_2
glcm_rgb_sument_2
glcm_rgb_ent_2
glcm_rgb_difvar_2
glcm_rgb_difent_2
glcm_rgb_infcor1_2
glcm_rgb_infcor2_2
glcm_rgb_asm_rng_2
glcm_rgb_con_rng_2
glcm_rgb_cor_rng_2
glcm_rgb_var_rng_2
glcm_rgb_idm_rng_2
glcm_rgb_sumav_rng_2
glcm_rgb_sumvar_rng_2
glcm_rgb_sument_rng_2
glcm_rgb_ent_rng_2
glcm_rgb_difvar_rng_2
glcm_rgb_difent_rng_2
glcm_rgb_infcor1_rng_2
glcm_rgb_infcor2_rng_2
glcm_rgb_asm_3
glcm_rgb_con_3
glcm_rgb_cor_3
glcm_rgb_var_3
glcm_rgb_idm_3
glcm_rgb_sumav_3
glcm_rgb_sumvar_3
glcm_rgb_sument_3
glcm_rgb_ent_3
glcm_rgb_difvar_3
glcm_rgb_difent_3
glcm_rgb_infcor1_3
glcm_rgb_infcor2_3
glcm_rgb_asm_rng_3
glcm_rgb_con_rng_3
glcm_rgb_cor_rng_3
glcm_rgb_var_rng_3
glcm_rgb_idm_rng_3
glcm_rgb_sumav_rng_3
glcm_rgb_sumvar_rng_3
glcm_rgb_sument_rng_3
glcm_rgb_ent_rng_3
glcm_rgb_difvar_rng_3
glcm_rgb_difent_rng_3
glcm_rgb_infcor1_rng_3
glcm_rgb_infcor2_rng_3
acor_rgb_mean_1
acor_rgb_rng_1
acor_rgb_mean_2
acor_rgb_rng_2
acor_rgb_mean_3
acor_rgb_rng_3
lbp_rgb_d_1_feat_0
lbp_rgb_d_1_feat_1
lbp_rgb_d_1_feat_2
lbp_rgb_d_1_feat_3
lbp_rgb_d_1_feat_4
lbp_rgb_d_1_feat_5
lbp_rgb_d_1_feat_6
lbp_rgb_d_1_feat_7
lbp_rgb_d_1_feat_8
lbp_rgb_d_1_feat_9
lbp_rgb_d_2_feat_0
lbp_rgb_d_2_feat_1
lbp_rgb_d_2_feat_2
lbp_rgb_d_2_feat_3
lbp_rgb_d_2_feat_4
lbp_rgb_d_2_feat_5
lbp_rgb_d_2_feat_6
lbp_rgb_d_2_feat_7
lbp_rgb_d_2_feat_8
lbp_rgb_d_2_feat_9
lbp_rgb_d_2_feat_10
lbp_rgb_d_2_feat_11
lbp_rgb_d_2_feat_12
lbp_rgb_d_2_feat_13
lbp_rgb_d_2_feat_14
lbp_rgb_d_2_feat_15
lbp_rgb_d_2_feat_16
lbp_rgb_d_2_feat_17
lbp_rgb_d_3_feat_0
lbp_rgb_d_3_feat_1
lbp_rgb_d_3_feat_2
lbp_rgb_d_3_feat_3
lbp_rgb_d_3_feat_4
lbp_rgb_d_3_feat_5
lbp_rgb_d_3_feat_6
lbp_rgb_d_3_feat_7
lbp_rgb_d_3_feat_8
lbp_rgb_d_3_feat_9
lbp_rgb_d_3_feat_10
lbp_rgb_d_3_feat_11
lbp_rgb_d_3_feat_12
lbp_rgb_d_3_feat_13
lbp_rgb_d_3_feat_14
lbp_rgb_d_3_feat_15
lbp_rgb_d_3_feat_16
lbp_rgb_d_3_feat_17
lbp_rgb_d_3_feat_18
lbp_rgb_d_3_feat_19
lbp_rgb_d_3_feat_20
lbp_rgb_d_3_feat_21
lbp_rgb_d_3_feat_22
lbp_rgb_d_3_feat_23
lbp_rgb_d_3_feat_24
lbp_rgb_d_3_feat_25
laws_L5E5_RGB_mean
laws_L5S5_RGB_mean
laws_L5R5_RGB_mean
laws_L5W5_RGB_mean
laws_E5E5_RGB_mean
laws_E5S5_RGB_mean
laws_E5R5_RGB_mean
laws_E5W5_RGB_mean
laws_S5S5_RGB_mean
laws_S5R5_RGB_mean
laws_S5W5_RGB_mean
laws_R5R5_RGB_mean
laws_R5W5_RGB_mean
laws_W5W5_RGB_mean
laws_L5E5_RGB_std
laws_L5S5_RGB_std
laws_L5R5_RGB_std
laws_L5W5_RGB_std
laws_E5E5_RGB_std
laws_E5S5_RGB_std
laws_E5R5_RGB_std
laws_E5W5_RGB_std
laws_S5S5_RGB_std
laws_S5R5_RGB_std
laws_S5W5_RGB_std
laws_R5R5_RGB_std
laws_R5W5_RGB_std
laws_W5W5_RGB_std
ms_band_max_G
ms_band_max_R
ms_band_max_RE
ms_band_max_NIR
ms_band_min_G
ms_band_min_R
ms_band_min_RE
ms_band_min_NIR
ms_band_mean_G
ms_band_mean_R
ms_band_mean_RE
ms_band_mean_NIR
ms_band_std_G
ms_band_std_R
ms_band_std_RE
ms_band_std_NIR
ms_band_median_G
ms_band_median_R
ms_band_median_RE
ms_band_median_NIR
ms_band_cov_G
ms_band_cov_R
ms_band_cov_RE
ms_band_cov_NIR
ms_band_skew_G
ms_band_skew_R
ms_band_skew_RE
ms_band_skew_NIR
ms_band_kurt_G
ms_band_kurt_R
ms_band_kurt_RE
ms_band_kurt_NIR
ms_band_sum_G
ms_band_sum_R
ms_band_sum_RE
ms_band_sum_NIR
ms_band_rng_G
ms_band_rng_R
ms_band_rng_RE
ms_band_rng_NIR
ms_band_rngsig_G
ms_band_rngsig_R
ms_band_rngsig_RE
ms_band_rngsig_NIR
ms_band_rngmean_G
ms_band_rngmean_R
ms_band_rngmean_RE
ms_band_rngmean_NIR
ms_band_decile_G_1
ms_band_decile_G_2
ms_band_decile_G_3
ms_band_decile_G_4
ms_band_decile_G_5
ms_band_decile_G_6
ms_band_decile_G_7
ms_band_decile_G_8
ms_band_decile_G_9
ms_band_decile_R_1
ms_band_decile_R_2
ms_band_decile_R_3
ms_band_decile_R_4
ms_band_decile_R_5
ms_band_decile_R_6
ms_band_decile_R_7
ms_band_decile_R_8
ms_band_decile_R_9
ms_band_decile_RE_1
ms_band_decile_RE_2
ms_band_decile_RE_3
ms_band_decile_RE_4
ms_band_decile_RE_5
ms_band_decile_RE_6
ms_band_decile_RE_7
ms_band_decile_RE_8
ms_band_decile_RE_9
ms_band_decile_NIR_1
ms_band_decile_NIR_2
ms_band_decile_NIR_3
ms_band_decile_NIR_4
ms_band_decile_NIR_5
ms_band_decile_NIR_6
ms_band_decile_NIR_7
ms_band_decile_NIR_8
ms_band_decile_NIR_9
ms_band_quartile_G_1
ms_band_quartile_G_3
ms_band_quartile_R_1
ms_band_quartile_R_3
ms_band_quartile_RE_1
ms_band_quartile_RE_3
ms_band_quartile_NIR_1
ms_band_quartile_NIR_3
ms_band_iqr_G
ms_band_iqr_R
ms_band_iqr_RE
ms_band_iqr_NIR
ms_band_iqrsig_G
ms_band_iqrsig_R
ms_band_iqrsig_RE
ms_band_iqrsig_NIR
ms_band_iqrmean_G
ms_band_iqrmean_R
ms_band_iqrmean_RE
ms_band_iqrmean_NIR
ms_band_ratio_G
ms_band_ratio_R
ms_band_ratio_RE
ms_band_ratio_NIR
ms_ind_max_NDVI
ms_ind_max_NDVIg
ms_ind_max_NDVIre
ms_ind_max_CIG
ms_ind_max_CVI
ms_ind_max_GRVI
ms_ind_max_mGRVI
ms_ind_max_NegExR
ms_ind_min_NDVI
ms_ind_min_NDVIg
ms_ind_min_NDVIre
ms_ind_min_CIG
ms_ind_min_CVI
ms_ind_min_GRVI
ms_ind_min_mGRVI
ms_ind_min_NegExR
ms_ind_mean_NDVI
ms_ind_mean_NDVIg
ms_ind_mean_NDVIre
ms_ind_mean_CIG
ms_ind_mean_CVI
ms_ind_mean_GRVI
ms_ind_mean_mGRVI
ms_ind_mean_NegExR
ms_ind_std_NDVI
ms_ind_std_NDVIg
ms_ind_std_NDVIre
ms_ind_std_CIG
ms_ind_std_CVI
ms_ind_std_GRVI
ms_ind_std_mGRVI
ms_ind_std_NegExR
ms_ind_median_NDVI
ms_ind_median_NDVIg
ms_ind_median_NDVIre
ms_ind_median_CIG
ms_ind_median_CVI
ms_ind_median_GRVI
ms_ind_median_mGRVI
ms_ind_median_NegExR
ms_ind_cov_NDVI
ms_ind_cov_NDVIg
ms_ind_cov_NDVIre
ms_ind_cov_CIG
ms_ind_cov_CVI
ms_ind_cov_GRVI
ms_ind_cov_mGRVI
ms_ind_cov_NegExR
ms_ind_skew_NDVI
ms_ind_skew_NDVIg
ms_ind_skew_NDVIre
ms_ind_skew_CIG
ms_ind_skew_CVI
ms_ind_skew_GRVI
ms_ind_skew_mGRVI
ms_ind_skew_NegExR
ms_ind_kurt_NDVI
ms_ind_kurt_NDVIg
ms_ind_kurt_NDVIre
ms_ind_kurt_CIG
ms_ind_kurt_CVI
ms_ind_kurt_GRVI
ms_ind_kurt_mGRVI
ms_ind_kurt_NegExR
ms_ind_sum_NDVI
ms_ind_sum_NDVIg
ms_ind_sum_NDVIre
ms_ind_sum_CIG
ms_ind_sum_CVI
ms_ind_sum_GRVI
ms_ind_sum_mGRVI
ms_ind_sum_NegExR
ms_ind_rng_NDVI
ms_ind_rng_NDVIg
ms_ind_rng_NDVIre
ms_ind_rng_CIG
ms_ind_rng_CVI
ms_ind_rng_GRVI
ms_ind_rng_mGRVI
ms_ind_rng_NegExR
ms_ind_rngsig_NDVI
ms_ind_rngsig_NDVIg
ms_ind_rngsig_NDVIre
ms_ind_rngsig_CIG
ms_ind_rngsig_CVI
ms_ind_rngsig_GRVI
ms_ind_rngsig_mGRVI
ms_ind_rngsig_NegExR
ms_ind_rngsmean_NDVI
ms_ind_rngsmean_NDVIg
ms_ind_rngsmean_NDVIre
ms_ind_rngsmean_CIG
ms_ind_rngsmean_CVI
ms_ind_rngsmean_GRVI
ms_ind_rngsmean_mGRVI
ms_ind_rngsmean_NegExR
ms_ind_decile_NDVI_1
